#1 
double table1(336, 8)
	# Time (s)	(1)Temperature exterieure  station meteo	(2)Temperature soufflage CTA Multifonctionnelle	(3)Temperature reprise CTA Multifonctionnelle	(4)Temperature soufflage CTA RDC R+1	(5)Temperature reprise CTA RDC R+1	(6)ahu_R1	(7)ahu_multi 
27055800.0	7.512637362637363	18.48748779213801	17.371636600961537	16.816026673076923	16.9099995	0.0	0.0
27057600.0	7.6255319148936165	18.518208236413045	17.40994589945652	16.83376977173913	16.9392	0.0	0.0
27059400.0	7.664893617021277	18.54789555263158	17.510825516483518	16.863573428571424	16.981315142857145	0.0	0.0
27061200.0	7.694799054373522	18.565788605263158	17.551538730769227	16.884941672619046	17.013811214285713	0.0	0.0
27063000.0	7.811904761904763	18.594999569444443	17.523055406403937	17.240861861781074	16.998164387755104	0.0	0.0
27064800.0	7.618333333333334	19.42499954166667	17.469575415900387	19.50590809090909	16.958857614285716	0.0	0.0
27066600.0	7.7057142857142855	20.723809972222224	18.11428680952381	22.91100118831169	19.104521472959185	1414.2857142857142	428.57142857142856
27068400.0	7.841481481481481	22.68654463580247	19.988889342592593	24.345272444444443	20.02956333941799	1800.0	600.0
27070200.0	8.316666666666666	25.62933469333333	21.136446083333336	24.7246683	20.360572228571428	1800.0	600.0
27072000.0	8.78076923076923	26.077693469230773	21.359488134615386	25.14230957692308	20.561869565934067	1800.0	600.0
27073800.0	9.18888888888889	25.522352820512822	21.46700020277778	24.651957916666667	20.774880149758456	1800.0	600.0
27075600.0	9.413793103448276	25.46332077889352	21.49220774482759	24.60154448275862	20.896626941529235	1800.0	600.0
27077400.0	10.05	26.152858396825398	21.570001	25.29333441111111	21.063518972222223	1800.0	600.0
27079200.0	12.646666666666667	27.38000166666667	21.863333333333337	26.638001406666667	21.473588933333335	1800.0	600.0
27081000.0	14.43125	28.81000165	22.27875096875	27.8826569140625	22.099804825	1800.0	600.0
27082800.0	14.3375	29.433001423333334	22.475335033333334	28.51012128690476	22.304067428333333	1800.0	600.0
27084600.0	14.397083333333333	29.664291245370368	22.56388972222222	28.774207420634923	22.395157005401234	1800.0	600.0
27086400.0	14.414666666666667	29.850927044444447	22.590001500000003	29.01066851666667	22.532409092592594	1800.0	600.0
27088200.0	15.702941176470588	31.38000223529412	22.771765000000002	29.487060352941178	23.230588529411765	1800.0	600.0
27090000.0	15.539285714285715	32.044287142857144	23.059286142857143	24.370001964285713	23.566428857142856	1800.0	600.0
27091800.0	15.096153846153847	30.64923253846154	23.178463384615384	19.18461676923077	23.356924384615386	1800.0	600.0
27093600.0	15.211538461538462	28.933847564102564	23.115274890109895	19.172307551282053	22.89340662637363	1800.0	600.0
27095400.0	15.106140350877192	27.493268011481483	23.149391463809522	22.372223301851854	22.727390284992783	1800.0	600.0
27097200.0	14.978947368421053	26.803146360689656	23.09939312344828	24.349311668965516	22.738532128526646	1800.0	600.0
27099000.0	14.763636363636364	26.44934246703297	23.003078000000002	27.966925217948717	22.78032177777778	1800.0	600.0
27100800.0	14.66151515151515	26.581907095238094	22.908	29.164000701587305	22.91045641164021	1800.0	600.0
27102600.0	14.208333333333334	28.210001433333332	22.706268333333337	29.078001542857145	22.99047719047619	1800.0	600.0
27104400.0	13.113461538461538	27.98615484615385	22.67507853846154	27.11846284615385	22.955934469780225	1800.0	600.0
